state	from	to	time
6000000	California	Texas	71.75123142498963
6000000	Texas	Tennessee	47.949864411100016
6000000	Tennessee	Texas	40.89110146308786
6000000	Texas	California	5.278608141053124
6000000	California	Texas	94.22601236170631
6000000	Texas	Arizona	83.4259972678189
6000000	Arizona	California	61.92682662764862
6000000	Virginia	Indiana	3.971265093180625
6000000	Arizona	Texas	4.48458091472941
6000000	Texas	Tennessee	4.0498315529619155
6000000	California	Washington	60.27198377282208
6000000	Texas	Virginia	69.05207829313254
6000000	Virginia	Indiana	22.687816797333397
6000000	California	Texas	7.308256135272465
6000000	Texas	Virginia	8.151374884082767
6000000	Texas	Virginia	26.51094509483361
6000000	Arizona	California	106.29037702826079
6000000	California	Texas	83.99486805943279
6000000	Texas	Tennessee	67.74746408992135
6000000	Washington	Idaho	5.469993136086948
6010000	California	Washington	8.886687883620269
6010000	Texas	California	4.638776261603092
6010000	Texas	Virginia	5.625336223005947
6010000	Texas	Virginia	9.74346041646368
6010000	Virginia	Georgia	4.3375389181505515
6010000	Texas	Tennessee	1.425723171818161
6010000	Texas	Arizona	2.469950086235812
6010000	Texas	Tennessee	3.0335792221458115
6010000	Texas	Arizona	0.5981285629543933
6010000	California	Washington	4.427672323174679
6010000	California	Arizona	2.180934731245452
6010000	Arizona	Texas	3.029968104765604
6010000	Texas	Tennessee	2.910065990776821
6010000	Virginia	Texas	1.3944394126600352
6010000	Tennessee	Texas	2.8368085765751085
6010000	California	Texas	1.9961598530972038
6010000	Texas	Tennessee	1.3758731854540356
6010000	Virginia	Indiana	3.4416454108686043
6010000	Florida	Georgia	2.317396332012766
6010000	Washington	California	28.326361178443946
6010000	California	Washington	2.5137908701804585
6010000	Texas	Arizona	0.6751287542167964
6010000	California	Arizona	5.424727341060807
6010000	Washington	Michigan	1.578526823558441
6010000	Texas	Virginia	3.211618161248658
6010000	Virginia	Georgia	2.37293401456493
6010000	Washington	Idaho	6.457969035278886
6010000	Texas	Arizona	1.224011608248334
6010000	Virginia	Tennessee	1.9601992921006102
6010000	Texas	Tennessee	4.0247259839204
6010000	Texas	Virginia	2.0084875906019573
6010000	Texas	California	2.9270641161075934
6010000	California	Arizona	2.765381831842389
6010000	Texas	Arizona	4.406855793891624
6010000	Texas	Arizona	1.139677394151201
6010000	Washington	Idaho	7.361141487213985
6010000	Virginia	Texas	6.983024912900197
6010000	Texas	Michigan	0.7514243479961351
6010000	Texas	Virginia	1.1911639399640004
6010000	Virginia	Georgia	0.8049792828669184
6010000	Texas	Tennessee	1.4478306513005337
6010000	NewJersey	Virginia	1.3567831854950154
6010000	California	Arizona	1.9473783162931504
6010000	Texas	Michigan	1.367869532338113
6010000	Michigan	Iowa	1.0404961795136598
6010000	Washington	Michigan	18.523212264201895
6010000	Virginia	Indiana	15.622575646888215
6010000	Texas	Arizona	0.14009618869878593
6010000	Texas	Tennessee	1.2126402156735288
6010000	California	Washington	31.02120716842684
6010000	Washington	Idaho	22.082796067699135
6010000	Michigan	Texas	2.883804592256407
6010000	Texas	Tennessee	2.1294757294895503
6010000	Virginia	NewJersey	0.9429593647613546
6010000	Texas	Virginia	3.8350941017128397
6010000	Virginia	Indiana	3.7411852832240537
6010000	Virginia	Tennessee	0.8253051525273527
6010000	Michigan	Washington	0.908054606102715
6010000	Texas	Arizona	0.26983089659348486
6010000	Virginia	Georgia	0.4815989195186181
6010000	Texas	Florida	10.257855537715987
6010000	Texas	Tennessee	2.7881704959249882
6010000	Texas	Tennessee	1.1526590676188522
6010000	Arizona	Texas	3.314215240998188
6010000	California	Arizona	4.542224904417504
6010000	Virginia	Indiana	1.3555443970541012
6010000	Texas	Michigan	2.1883339302578273
6010000	Florida	Georgia	5.861751293027435
6010000	Florida	Texas	3.5057406301244205
6010000	Virginia	Texas	2.646300899214573
6010000	Virginia	Texas	21.239434471483936
6010000	California	Indiana	1.8980074097384119
6010000	Texas	Florida	6.5751594334499455
6010000	Virginia	Texas	9.05695757909936
6010000	California	Indiana	5.23501479957818
6010000	Virginia	Georgia	2.2382286724199654
6010000	Virginia	Texas	2.377718735224027
6010000	Texas	Michigan	2.661366976345999
6010000	Florida	Georgia	2.6869852014323667
6010000	Texas	Florida	2.420734599996267
6010000	Tennessee	Texas	4.59935100677248
6010000	California	Texas	2.7614972452266695
6010000	Arizona	California	10.141537446448936
6010000	Washington	California	25.007374590329576
6010000	Texas	Florida	28.6607394437564
6010000	Texas	California	113.23739355742342
6010000	Arizona	Texas	64.38079650004225
6010000	Arizona	Texas	61.17829853495488
6010000	Texas	Arizona	44.06446412506848
6010000	Arizona	California	41.615953974494104
6010000	Texas	Virginia	67.65200731356484
6010000	Virginia	Georgia	39.72007632721622
6010000	Georgia	Florida	27.63798934370456
6010000	Texas	Virginia	8.73058017977412
6010000	Arizona	California	28.123894104969633
6010000	Arizona	Texas	82.15493991430833
6010000	California	Texas	73.03497318384079
6010000	Texas	Arizona	66.6210931439021
6010000	California	Washington	6.69613704561526
6010000	Washington	Idaho	5.79702098692167
6010000	California	Texas	5.0293383736727835
6010000	Indiana	Virginia	16.659182146267952
6010000	California	Arizona	31.244422815390475
6010000	Arizona	Texas	14.478691471213459
6010000	Texas	Virginia	12.806809611907198
6010000	California	Arizona	9.875413276305583
6010000	Virginia	Tennessee	4.206310963621505
6010000	California	Texas	8.417173968585846
6010000	California	Indiana	67.1303762024538
6010000	Indiana	Virginia	25.680512359195745
6010000	Michigan	Washington	2.839638204490549
6010000	California	Washington	30.072476283979235
6010000	California	Washington	32.13710994788008
6010000	Washington	California	12.370683626546185
6010000	Texas	Tennessee	4.54220352230358
6010000	California	Texas	76.84455690806224
6010000	Texas	Arizona	70.41390042647993
6010000	Iowa	Michigan	4.005237964988147
6010000	California	Washington	12.51899295667548
6010000	Indiana	Virginia	4.102506208347577
6010000	Virginia	NewJersey	3.654099585382287
6010000	Washington	Idaho	26.702346579089735
6010000	Indiana	Virginia	13.948742039033345
6010000	Virginia	NewJersey	10.066127290117539
6010000	Virginia	Georgia	3.9298656378504444
6010000	Michigan	Iowa	12.414174318879892
6010000	Virginia	Texas	7.8904187889544914
6010000	Texas	Mississippi	5.57349092441286
6010000	Texas	Tennessee	4.073631361093675
6010000	Arizona	Texas	137.3746874061677
6010000	Texas	Tennessee	60.52327818542927
6010000	Tennessee	Texas	28.3336489890267
6010000	Texas	California	24.02081824345109
6010000	California	Texas	18.504183788505465
6010000	Texas	Virginia	30.118844560626673
6010000	Virginia	Texas	24.94274327325159
6010000	California	Texas	73.3826706455174
6010000	Texas	Florida	61.85647655309788
6010000	Arizona	California	49.077667888720185
6010000	California	Texas	7.130867859446412
6010000	California	Arizona	8.630086466556694
6010000	Texas	Florida	8.250398347942738
6010000	Texas	California	12.396127957776017
6010000	Texas	California	20.180168420735484
6010000	Texas	Virginia	33.08683005565144
6010000	Indiana	Michigan	14.966988963213373
6010000	Texas	Michigan	136.4626193056509
6010000	Michigan	Washington	104.15278005657493
6010000	Washington	Michigan	93.47718361351887
6010000	Michigan	Texas	83.63943463633262
6010000	Texas	California	8.999912431982567
6010000	Texas	Tennessee	12.837443924446916
6010000	Texas	California	8.052409504987063
6010000	Texas	California	11.915672496511725
6010000	Arizona	Texas	108.43886287544828
6010000	Texas	California	95.53610475921244
6010000	Virginia	Indiana	3.0574259441092413
6010000	Indiana	Virginia	7.731446181180727
6010000	Florida	Georgia	6.112497330216931
6010000	Texas	Tennessee	1.2434684087861914
6010000	California	Washington	67.40205820203008
6010000	California	Indiana	43.30753659942845
6010000	Texas	Tennessee	29.79370933975159
6010000	Tennessee	Texas	18.97274010865815
6010000	Texas	Florida	15.463471361739693
6010000	California	Washington	31.276556477785146
6010000	Washington	Idaho	2.9453487787901995
6020000	California	Washington	10.177899886368348
6020000	Texas	California	3.1044530710040976
6020000	Virginia	Georgia	4.284714498508919
6020000	Virginia	Tennessee	2.1610661341436743
6020000	Texas	Arizona	2.1890533944159656
6020000	Texas	Tennessee	6.681227429234995
6020000	Tennessee	Texas	1.0702111003840147
6020000	Texas	Arizona	0.7959419160183598
6020000	California	Washington	0.44245022669850087
6020000	California	Arizona	2.5354643152879515
6020000	Virginia	Indiana	5.862917182216558
6020000	Texas	Tennessee	1.0878742258614316
6020000	Virginia	Tennessee	1.5007151523627424
6020000	Tennessee	Texas	1.4793402978621928
6020000	California	Texas	1.8787000809569152
6020000	Texas	Tennessee	1.7355294382570376
6020000	Virginia	Indiana	3.4016908263061527
6020000	Virginia	Indiana	6.324253949222879
6020000	Florida	Georgia	2.077512106593079
6020000	Washington	California	35.663922725364486
6020000	Texas	Tennessee	4.496000563741179
6020000	California	Washington	2.8675042223261817
6020000	California	Arizona	60.792433296088234
6020000	Washington	Michigan	0.4855921159748364
6020000	Texas	Florida	2.3500651627173483
6020000	Florida	Georgia	0.7629198750587851
6020000	Washington	Idaho	7.137934415534858
6020000	Virginia	Indiana	7.356468091110418
6020000	Texas	Arizona	0.7188937166870422
6020000	Virginia	Tennessee	1.0918488597242713
6020000	Texas	Tennessee	7.1191870703976905
6020000	Texas	Virginia	0.49803891710597714
6020000	Texas	California	2.0159612905089817
6020000	California	Arizona	0.7607627733147635
6020000	Washington	Idaho	4.023646193125618
6020000	Virginia	Michigan	9.124681083696174
6020000	Texas	Tennessee	0.134019030094507
6020000	Texas	Virginia	2.670971063794264
6020000	Virginia	Georgia	1.723740272283453
6020000	NewJersey	Virginia	1.373178091925627
6020000	California	Arizona	1.996895673055264
6020000	Texas	Iowa	3.3499894878774565
6020000	Washington	Michigan	30.681703268634408
6020000	Virginia	Indiana	8.27343367681531
6020000	Texas	Arizona	1.4421955062325393
6020000	Texas	Tennessee	2.328089902689095
6020000	California	Washington	24.55826376447277
6020000	Washington	Idaho	17.772626926577246
6020000	Michigan	Texas	1.811744752237923
6020000	Texas	Tennessee	0.5997100423326089
6020000	Virginia	NewJersey	4.335256016246132
6020000	Texas	Virginia	5.467179333314681
6020000	Virginia	Indiana	4.0790277432611814
6020000	Virginia	Tennessee	2.6681507236996582
6020000	Michigan	Iowa	2.827027235546277
6020000	Virginia	Georgia	7.115847745502293
6020000	Texas	Florida	10.1322134901356
6020000	Texas	Tennessee	6.411766165939033
6020000	Virginia	Indiana	2.5660497977428887
6020000	Arizona	California	30.339312824848943
6020000	California	Arizona	15.02564780150289
6020000	Texas	Michigan	2.7123919459382897
6020000	Florida	Georgia	7.032063776674052
6020000	Florida	Texas	3.1823597272202813
6020000	Virginia	Texas	13.307490060823143
6020000	California	Indiana	1.3643358583077188
6020000	Texas	Florida	5.233355715042805
6020000	Virginia	Texas	6.717292751411685
6020000	California	Indiana	3.0077720653648763
6020000	Virginia	Georgia	7.774799882250079
6020000	Virginia	Texas	4.173318035582343
6020000	Texas	Michigan	2.108432069701001
6020000	Florida	Georgia	3.9716714392056875
6020000	Texas	Florida	3.4301322840808055
6020000	California	Texas	2.117983690754583
6020000	Arizona	Texas	95.95788639614942
6020000	Texas	California	24.38817536389503
6020000	Arizona	Texas	2.6219083927833635
6020000	Washington	California	29.264732435114176
6020000	Arizona	California	36.74256212208647
6020000	California	Texas	63.276581493439174
6020000	Texas	Florida	29.956031207479406
6020000	California	Arizona	83.91244369677663
6020000	California	Texas	60.76299449726085
6020000	Virginia	NewJersey	11.563868546744573
6020000	California	Texas	7.1016733276559165
6020000	California	Texas	70.2246915381087
6020000	Texas	Virginia	69.46015538309628
6020000	Texas	California	2.952529257580978
6020000	Arizona	Texas	5.844411483516484
6020000	California	Texas	94.07126223148832
6020000	Texas	Florida	94.03124499173171
6020000	Arizona	Texas	108.11498958549197
6020000	California	Washington	4.035174391347629
6020000	Washington	Idaho	3.5512836403392978
6020000	Washington	Michigan	26.320328180917578
6020000	Michigan	Virginia	21.88314348211278
6020000	California	Arizona	9.896410051276057
6020000	Virginia	Tennessee	18.39911155509352
6020000	Texas	Virginia	9.900905404890594
6020000	California	Arizona	5.027628515926695
6020000	Michigan	Iowa	1.8977613432110743
6020000	Virginia	Texas	6.694436263391423
6020000	Texas	California	29.862661497296962
6020000	Texas	California	22.803189147325906
6020000	Virginia	Tennessee	2.1867810976440043
6020000	California	Arizona	79.37532256316118
6020000	Virginia	Indiana	9.646172848987868
6020000	California	Washington	22.16420994039264
6020000	Michigan	Washington	3.678845993716025
6020000	Virginia	Michigan	14.891129337558002
6020000	Virginia	NewJersey	7.395579567795618
6020000	Washington	California	9.281698037724674
6020000	Washington	Idaho	31.740886932507973
6020000	Virginia	Georgia	5.030268096122555
6020000	Texas	Arizona	5.487835198065363
6020000	Texas	Mississippi	4.094011092399652
6020000	California	Texas	4.28659157161478
6020000	California	Texas	10.754559611526066
6020000	Florida	Texas	44.60316815742474
6020000	Texas	Tennessee	4.106123703700271
6020000	California	Texas	50.82909607485102
6020000	Texas	Florida	17.86716257698253
6020000	California	Washington	59.998765482889326
6020000	Arizona	California	9.625380071056227
6020000	Texas	Tennessee	5.014263083293222
6020000	Arizona	California	4.8897880936083205
6020000	Texas	Florida	8.031735285900977
6020000	Arizona	California	121.3646839161047
6020000	Texas	Florida	14.19577398129879
6020000	Arizona	California	141.92214018340118
6020000	Texas	California	7.869222389024957
6020000	Texas	California	10.797173049951258
6020000	Virginia	Indiana	4.189975789632802
6020000	Florida	Georgia	5.580732485587978
6020000	California	Texas	6.871999304839775
6020000	Arizona	California	71.50524998653081
6020000	Arizona	California	66.84470557066494
6020000	California	Washington	65.27899944919311
6020000	Virginia	Georgia	33.190965428761245
6020000	Georgia	Virginia	30.56020894170922
6020000	Texas	Virginia	21.266039124998407
6020000	Washington	Idaho	5.2049131932965365
6030000	California	Washington	8.654157332706362
6030000	Texas	Virginia	6.398603324865293
6030000	California	Texas	3.817457675328911
6030000	Virginia	Georgia	5.337926563590264
6030000	Virginia	Tennessee	6.447915108304605
6030000	Texas	Georgia	3.9165989216685007
6030000	Texas	Tennessee	9.590383113612104
6030000	Virginia	Texas	2.241686203496232
6030000	Texas	Arizona	1.0149396890578166
6030000	California	Washington	1.1448189007153815
6030000	California	Arizona	2.096401354993393
6030000	Virginia	Indiana	6.600335617977761
6030000	California	Texas	1.7766077131467397
6030000	Texas	Tennessee	1.0428460882303785
6030000	Virginia	Indiana	2.0785388472616058
6030000	Virginia	Indiana	10.987033206680952
6030000	Virginia	Indiana	13.041254203894532
6030000	Florida	Georgia	4.7155838185158165
6030000	Washington	California	4.4191855983666954
6030000	Texas	Tennessee	2.4250818096142384
6030000	California	Washington	4.705710854957674
6030000	Washington	Michigan	0.297825465168178
6030000	Texas	Georgia	0.7430567016467262
6030000	Virginia	Indiana	0.4858713545231925
6030000	Texas	Arizona	0.14933086244098703
6030000	Virginia	Tennessee	3.9312731799514387
6030000	Texas	Tennessee	0.2684170078395458
6030000	Tennessee	Virginia	0.4562801604590625
6030000	Texas	California	4.827850794707593
6030000	California	Arizona	0.5300595837500057
6030000	Washington	Idaho	4.882985872783866
6030000	Virginia	Michigan	2.0402015783788046
6030000	Texas	Tennessee	1.4852182154228948
6030000	Texas	Florida	7.575333992588947
6030000	Florida	Georgia	6.518222994383946
6030000	NewJersey	Virginia	0.13344619982670847
6030000	California	Arizona	0.6310290175501843
6030000	Virginia	Iowa	0.4319630928524525
6030000	California	Washington	24.964318392530693
6030000	Washington	Michigan	14.670156490638707
6030000	Virginia	Indiana	7.792071343191131
6030000	Texas	Arizona	1.841778066122703
6030000	Texas	Tennessee	1.7327041291793126
6030000	California	Washington	34.843023529106965
6030000	Washington	Idaho	21.350273142088966
6030000	Michigan	Texas	1.894456641560578
6030000	Texas	Tennessee	0.41101966087940367
6030000	Virginia	NewJersey	4.0704749177632475
6030000	Texas	Virginia	1.824780909427794
6030000	Virginia	Indiana	0.5736233696893758
6030000	Virginia	Tennessee	4.017650816650093
6030000	Virginia	Georgia	0.2696039070878742
6030000	Texas	Florida	3.400685407098371
6030000	Texas	Georgia	5.535893340047348
6030000	Texas	Tennessee	1.532722400672646
6030000	Virginia	Indiana	3.119882222711337
6030000	Arizona	California	9.551814702135587
6030000	California	Arizona	6.909109442288729
6030000	Texas	Michigan	2.7002220321798114
6030000	Florida	Georgia	2.4168869074113877
6030000	Florida	Texas	3.05467376048683
6030000	Virginia	Texas	8.248142364626847
6030000	California	Indiana	2.8041678040290607
6030000	Texas	Florida	10.83933011634414
6030000	Virginia	Texas	4.068801033499079
6030000	California	Indiana	1.8341126142686721
6030000	Virginia	Georgia	1.7483221252182588
6030000	Virginia	Texas	2.9536362032978554
6030000	Texas	Michigan	2.4220613071357553
6030000	Florida	Georgia	3.1305193337245063
6030000	Texas	Florida	2.3916430673020272
6030000	California	Texas	2.749038427798051
6030000	Texas	California	85.41489874969261
6030000	Texas	Florida	80.26951613360941
6030000	Texas	Tennessee	105.82154566227338
6030000	Tennessee	Texas	100.73237817277189
6030000	Texas	Florida	64.51317954511924
6030000	California	Texas	6.432347085146256
6030000	Arizona	Texas	6.160413223005106
6030000	Texas	Tennessee	5.416969005533032
6030000	Arizona	Texas	6.1899627897460805
6030000	California	Texas	27.94940218018384
6030000	California	Arizona	8.340371522956417
6030000	California	Texas	111.75483342167374
6030000	California	Arizona	69.59877688032891
6030000	Arizona	California	10.276968262253536
6030000	California	Washington	4.55109864389925
6030000	Washington	Idaho	2.682000408798091
6030000	Texas	Florida	10.891349456644054
6030000	Washington	Michigan	28.61064642223882
6030000	Michigan	Iowa	26.35415339842576
6030000	Iowa	Virginia	19.355847691522158
6030000	Texas	Arizona	4.056691270295778
6030000	Virginia	Tennessee	7.8151987782723324
6030000	California	Arizona	0.5845507315246525
6030000	Texas	Virginia	32.78573434546152
6030000	Virginia	NewJersey	14.465546381572773
6030000	Virginia	Tennessee	4.205916325670907
6030000	Texas	Arizona	87.95439871953725
6030000	Arizona	California	29.511319177675887
6030000	California	Washington	52.928208563197934
6030000	Virginia	Indiana	11.170282074705689
6030000	California	Washington	20.33887386599589
6030000	Iowa	Washington	4.866056935649734
6030000	California	Texas	110.07340844667148
6030000	Texas	Arizona	67.594385869196
6030000	Virginia	Michigan	16.729265254190068
6030000	Virginia	NewJersey	7.993580753801759
6030000	Washington	California	10.92752010231534
6030000	California	Washington	31.616131266967454
6030000	Washington	Idaho	31.314702655396953
6030000	Virginia	Georgia	5.486329513576907
6030000	Michigan	Iowa	10.98334450025393
6030000	Texas	Mississippi	2.5865702288387165
6030000	California	Texas	3.6505433511437433
6030000	Texas	Virginia	58.37194821143738
6030000	Virginia	Texas	30.524739325864946
6030000	Texas	Tennessee	2.5689951210405533
6030000	Texas	Florida	58.92680294833774
6030000	Florida	Texas	47.00103449401581
6030000	Texas	Florida	28.65740457233074
6030000	California	Washington	43.111870414115884
6030000	Arizona	California	9.369303598095826
6030000	Texas	Arizona	11.815890522982565
6030000	California	Arizona	10.625785033004837
6030000	Texas	California	7.810078291677196
6030000	Texas	Florida	24.72632090414133
6030000	California	Texas	34.34072573996915
6030000	California	Texas	143.13282136115077
6030000	Texas	California	7.72262313199292
6030000	Texas	California	6.74153675143509
6030000	Virginia	Indiana	3.8909327055792953
6030000	Texas	Virginia	8.501949980896276
6030000	Texas	Tennessee	2.061323478914147
6030000	California	Texas	37.968378388315344
6030000	Texas	California	75.9812987195585
6030000	California	Texas	62.33812287021618
6030000	Texas	Florida	41.18319437159713
6030000	Florida	Georgia	30.52910224525761
6030000	Georgia	Virginia	29.94597372172438
6030000	Texas	Virginia	30.53468287540881
6030000	Washington	Idaho	7.345770495995617
6040000	California	Washington	7.94418132301757
6040000	NewJersey	Virginia	7.920894379688688
6040000	Texas	Virginia	5.660672720568579
6040000	Virginia	Georgia	5.713241085333261
6040000	Texas	Tennessee	3.7343256505075733
6040000	Texas	Arizona	2.262831386761856
6040000	Texas	Tennessee	4.911332787253068
6040000	Virginia	Texas	2.4846532495722427
6040000	Tennessee	Texas	3.5075948259215646
6040000	California	Washington	3.4431787852025724
6040000	California	Arizona	2.0389283956926234
6040000	Virginia	Indiana	3.7785024787972357
6040000	Texas	Tennessee	2.059548496088378
6040000	California	Texas	3.2306678314914374
6040000	Texas	Tennessee	1.1380563437420066
6040000	Virginia	Indiana	11.755656290918623
6040000	Virginia	Indiana	1.6629535401620004
6040000	Florida	Georgia	1.7158366904832678
6040000	Washington	California	30.87305526237136
6040000	Texas	Tennessee	5.779621649113828
6040000	California	Washington	6.228563516356987
6040000	California	Arizona	49.99747712850142
6040000	Washington	Michigan	5.2112916456360905
6040000	Texas	Georgia	0.6746784216906967
6040000	Texas	Arizona	2.0440341167345606
6040000	Virginia	Tennessee	0.6654540228114785
6040000	Texas	Tennessee	2.271734269315629
6040000	Texas	Virginia	1.4335149295532017
6040000	Texas	California	0.3468763395943022
6040000	California	Arizona	3.141612196730378
6040000	Washington	Idaho	0.2363677068915333
6040000	Virginia	Tennessee	4.8367187475193045
6040000	Tennessee	Michigan	0.14502702668416578
6040000	Indiana	Virginia	2.2984108700545556
6040000	Texas	Tennessee	0.5388895769097917
6040000	Texas	Arizona	2.9913143027644153
6040000	Texas	Georgia	3.0115923405827445
6040000	Texas	Tennessee	2.9069233206342355
6040000	NewJersey	Virginia	1.7440918237813263
6040000	California	Arizona	3.434193529654211
6040000	Virginia	Iowa	0.271845747478789
6040000	Washington	Michigan	35.18494999975763
6040000	Virginia	Indiana	5.689099851159496
6040000	Texas	Arizona	0.1859931224447786
6040000	Texas	Tennessee	2.124434164880835
6040000	California	Washington	29.531096192629228
6040000	Washington	Idaho	9.904216529150638
6040000	Michigan	Tennessee	2.2433435939166673
6040000	Virginia	NewJersey	3.248385731799061
6040000	Texas	Virginia	6.5643795468066095
6040000	Virginia	Indiana	6.222765707549818
6040000	Virginia	Tennessee	0.792248572368258
6040000	Michigan	Iowa	7.555743730506739
6040000	Texas	Florida	18.994539835716974
6040000	Texas	Tennessee	3.6050405899353906
6040000	Texas	Tennessee	1.3185456602366146
